book_id,book_title,author,format,publication_year,publication_date,num_pages_final,num_ratings,num_reviews,average_rating,ratings_1_star,ratings_2_star,ratings_3_star,ratings_4_star,ratings_5_star,ratings_total_from_dist,main_genre,genres_list_clean,num_pages_fill_source,genres_mapped_clean
2339,Jessica,Bryce Courtenay,"['395 pages, Hardcover']",1998.0,1998-01-01,395.0,10851,619,4.24,133,336,1550,3615,5217,10851,historical fiction,"historical fiction,australia,historical,drama,romance,adult",existing_or_parsed,"historical fiction, world literature, historical, drama, romance, adult fiction"
2373,The Bone Collector,Jeffery Deaver,"['528 pages, Mass Market Paperback']",1997.0,1997-01-03,528.0,180076,3719,4.2,2080,4578,27080,67510,78828,180076,mystery,"mystery,thriller,crime,mystery thriller,suspense,detective",existing_or_parsed,mystery & crime
2442,Witches Abroad,Terry Pratchett,"['374 pages, Mass Market Paperback']",1991.0,1991-01-01,374.0,89764,3095,4.25,556,1845,13469,32709,41185,89764,fantasy,"fantasy,humor,comedy,witches,science fiction fantasy,magic",existing_or_parsed,"fantasy, comedy, paranormal & supernatural, science fiction"
2517,My Name Is Red,Orhan Pamuk,"['417 pages, Paperback']",1998.0,1998-01-01,417.0,56676,5227,3.87,1663,4017,12327,20842,17827,56676,historical fiction,"historical fiction,mystery,literature,turkish,turkish literature",existing_or_parsed,"historical fiction, mystery & crime, literature & classics, world literature"
2526,Blindness,José Saramago,"['326 pages, Paperback']",1995.0,1995-01-01,326.0,291884,24238,4.17,4988,12147,41840,102219,130690,291884,dystopia,"dystopia,science fiction,classics,literature,portugal",existing_or_parsed,"dystopian, science fiction, classics, literature & classics, world literature"
2528,All the Names,José Saramago,"['245 pages, Paperback']",1997.0,1997-01-01,245.0,21879,1746,3.91,313,1230,5091,8798,6447,21879,portugal,"portugal,literature,portuguese literature,nobel prize,magical realism",existing_or_parsed,"world literature, literature & classics, other / niche, paranormal & supernatural"
2530,Baltasar and Blimunda,José Saramago,"['346 pages, Paperback']",1982.0,1982-01-01,346.0,22934,1268,3.93,501,1469,4832,8463,7669,22934,historical fiction,"historical fiction,classics,portugal,portuguese literature,romance,nobel prize",existing_or_parsed,"historical fiction, classics, world literature, literature & classics, romance, other / niche"
2531,The Cave,José Saramago,"['307 pages, Paperback']",2000.0,2000-01-01,307.0,14979,1348,3.88,282,926,3469,5920,4382,14979,portugal,"portugal,literature,portuguese literature,nobel prize,dystopia",existing_or_parsed,"world literature, literature & classics, other / niche, dystopian"
2535,The Stone Raft,José Saramago,"['292 pages, Paperback']",1986.0,1986-01-01,292.0,8821,656,3.82,154,571,2248,3569,2279,8821,portugal,"portugal,magical realism,literature,portuguese literature,nobel prize",existing_or_parsed,"world literature, paranormal & supernatural, literature & classics, other / niche"
2536,The Year of the Death of Ricardo Reis,José Saramago,"['358 pages, Paperback']",1984.0,1984-01-01,358.0,13020,950,4.0,190,636,2574,5201,4419,13020,portugal,"portugal,portuguese literature,classics,historical fiction,literature,nobel prize",existing_or_parsed,"world literature, literature & classics, classics, historical fiction, other / niche"
2544,The Madman,Kahlil Gibran,"['76 pages, Paperback']",1918.0,1918-08-20,76.0,10903,1034,4.0,180,579,2279,3848,4017,10903,poetry,"poetry,philosophy,classics,literature,spirituality",existing_or_parsed,"poetry, philosophy & education & personal development, classics, literature & classics, religious & spiritual"
2547,The Prophet,Kahlil Gibran,"['127 pages, Paperback']",1923.0,1923-01-01,127.0,300143,14554,4.23,5415,12248,43147,85856,153477,300143,poetry,"poetry,classics,philosophy,spirituality,religion,literature",existing_or_parsed,"poetry, classics, philosophy & education & personal development, religious & spiritual, literature & classics"
2654,To Kill a Mockingbird,Harper Lee,"['323 pages, Paperback']",1960.0,1960-07-11,323.0,6158672,118117,4.26,113472,213329,809656,1836084,3186131,6158672,classics,"classics,historical fiction,school,literature,young adult,historical",existing_or_parsed,"classics, historical fiction, school life, literature & classics, adult fiction, historical"
2666,The Bonfire of the Vanities,Tom Wolfe,"['690 pages, Paperback']",1987.0,1987-11-01,690.0,81169,3614,3.9,1912,5018,17880,30846,25513,81169,classics,"classics,literature,new york,contemporary,literary fiction",existing_or_parsed,"classics, literature & classics, world literature, contemporary & slice of life"
2678,Gulliver's Travels / A Modest Proposal,Jonathan Swift,"['416 pages, Mass Market Paperback']",2005.0,2005-07-26,416.0,5513,67,3.91,113,364,1313,1834,1889,5513,classics,"classics,fantasy,literature,humor,adventure,english literature",existing_or_parsed,"classics, fantasy, literature & classics, comedy, adventure"
2719,The Book of Salt,Monique Truong,"['261 pages, Paperback']",2003.0,2003-04-07,261.0,6220,880,3.53,295,706,1888,2071,1260,6220,historical fiction,"historical fiction,lgbt,queer,france,historical,food",existing_or_parsed,"historical fiction, lgbtq+, world literature, historical, philosophy & education & personal development"
2722,Cities of Salt,Abdul Rahman Munif,"['627 pages, Paperback']",1984.0,1984-01-01,627.0,4488,713,4.06,85,196,847,1589,1771,4488,historical fiction,"historical fiction,literature,classics,historical,politics",existing_or_parsed,"historical fiction, literature & classics, classics, historical, world literature"
2723,The Years of Rice and Salt,Kim Stanley Robinson,"['763 pages, Mass Market Paperback']",2002.0,2002-06-03,763.0,14293,1661,3.76,565,1407,3308,4696,4317,14293,science fiction,"science fiction,alternate history,historical fiction,fantasy,historical,speculative fiction",existing_or_parsed,"science fiction, historical fiction, fantasy, historical, speculative fiction"
2748,Microserfs,Douglas Coupland,"['371 pages, Paperback']",1995.0,1995-01-01,371.0,24184,989,3.89,334,1443,5925,9437,7045,24184,humor,"humor,contemporary,canada,literature,technology",existing_or_parsed,"comedy, contemporary & slice of life, world literature, literature & classics, science fiction"
2794,The Crying of Lot 49,Thomas Pynchon,"['152 pages, Paperback']",1966.0,1966-01-01,152.0,87225,6397,3.69,3907,8487,21491,30398,22942,87225,classics,"classics,literature,american,mystery,literary fiction",existing_or_parsed,"classics, literature & classics, world literature, mystery & crime"
2839,Bridge to Terabithia,Katherine Paterson,"['128 pages, Paperback']",1977.0,1977-10-21,128.0,548670,16531,4.05,12513,27771,103120,183501,221765,548670,young adult,"young adult,classics,fantasy,childrens,middle grade,realistic fiction",existing_or_parsed,"adult fiction, classics, fantasy, children & pre-teens, contemporary & slice of life"
2865,Girl with a Pearl Earring,Tracy Chevalier,"['233 pages, Paperback']",1999.0,1999-01-01,233.0,738579,12585,3.93,18118,37639,166144,275748,240930,738579,historical fiction,"historical fiction,historical,classics,art,romance,adult",existing_or_parsed,"historical fiction, historical, classics, arts & pop culture, romance, adult fiction"
2873,The Virgin Blue,Tracy Chevalier,"['304 pages, Paperback']",1997.0,1997-01-01,304.0,32863,2071,3.67,649,2923,10187,11949,7155,32863,historical fiction,"historical fiction,historical,france,art,mystery,romance",existing_or_parsed,"historical fiction, historical, world literature, arts & pop culture, mystery & crime, romance"
2880,"Bleach, Vol. 1",Tite Kubo,"['192 pages, Paperback']",2002.0,2002-01-05,192.0,178542,1585,4.26,3944,7080,25802,44098,97618,178542,manga,"manga,fantasy,graphic novels,young adult,comics manga,action",existing_or_parsed,"comics & manga, fantasy, adult fiction, action"
2899,The Pigeon,Patrick Süskind,"['77 pages, Paperback']",1987.0,1987-01-01,77.0,19445,2223,3.71,427,1528,5710,7370,4410,19445,classics,"classics,german literature,germany,literature",existing_or_parsed,"classics, literature & classics, world literature"
2900,The Story of Mr Sommer,Patrick Süskind,"['128 pages, Paperback']",1991.0,1991-01-01,128.0,6479,659,3.82,98,385,1837,2440,1719,6479,german literature,"german literature,germany,classics,contemporary,literature",existing_or_parsed,"literature & classics, world literature, classics, contemporary & slice of life"
2998,The Secret Garden,Frances Hodgson Burnett,"['331 pages, Hardcover']",1911.0,1911-08-01,331.0,1177354,28869,4.16,16022,42098,201433,398443,519358,1177354,classics,"classics,childrens,young adult,historical fiction,middle grade,fantasy",existing_or_parsed,"classics, children & pre-teens, adult fiction, historical fiction, fantasy"
3008,A Little Princess,Frances Hodgson Burnett,"['242 pages, Paperback']",1905.0,1905-01-01,242.0,307094,10020,4.22,4300,8948,46748,101849,145249,307094,classics,"classics,childrens,young adult,historical fiction,middle grade,historical",existing_or_parsed,"classics, children & pre-teens, adult fiction, historical fiction, historical"
3066,The Fixer,Bernard Malamud,"['335 pages, Paperback']",1966.0,1966-01-01,335.0,11357,761,3.98,276,519,2230,4456,3876,11357,historical fiction,"historical fiction,classics,jewish,russia,literature",existing_or_parsed,"historical fiction, classics, religious & spiritual, world literature, literature & classics"
3087,A Room with a View,E.M. Forster,"['119 pages, Paperback']",1908.0,1908-01-01,119.0,184848,8775,3.9,3302,11008,44309,68416,57813,184848,classics,"classics,romance,historical fiction,italy,literature,british literature",existing_or_parsed,"classics, romance, historical fiction, world literature, literature & classics"
3103,Maurice,E.M. Forster,"['256 pages, Paperback']",1971.0,1971-01-01,256.0,47353,4633,4.08,516,1665,8831,18936,17405,47353,classics,"classics,lgbt,queer,romance,gay,historical fiction",existing_or_parsed,"classics, lgbtq+, romance, historical fiction"
3140,The Bridge on the Drina,Ivo Andrić,"['314 pages, Paperback']",1945.0,1945-01-01,314.0,21782,1669,4.33,210,642,2585,6640,11705,21782,historical fiction,"historical fiction,classics,literature,nobel prize,historical",existing_or_parsed,"historical fiction, classics, literature & classics, other / niche, historical"
3300,Inés of My Soul,Isabel Allende,"['321 pages, Hardcover']",2006.0,2006-01-01,321.0,29801,2448,3.98,356,1448,6506,11696,9795,29801,historical fiction,"historical fiction,historical,romance,spanish literature,magical realism",existing_or_parsed,"historical fiction, historical, romance, literature & classics, paranormal & supernatural"
3304,City of the Beasts,Isabel Allende,"['408 pages, Paperback']",2002.0,2002-01-01,408.0,40903,2326,3.74,1051,3603,11242,14218,10789,40903,fantasy,"fantasy,young adult,adventure,magical realism,spanish literature",existing_or_parsed,"fantasy, adult fiction, adventure, paranormal & supernatural, literature & classics"
3378,Generation X: Tales for an Accelerated Culture,Douglas Coupland,"['211 pages, Paperback']",1991.0,1991-01-01,211.0,28971,1312,3.74,616,2221,8182,11009,6943,28971,contemporary,"contemporary,canada,literature,literary fiction,classics",existing_or_parsed,"contemporary & slice of life, world literature, literature & classics, classics"
3379,All Families are Psychotic,Douglas Coupland,"['288 pages, Paperback']",2001.0,2001-09-15,288.0,14260,666,3.7,279,1103,4323,5518,3037,14260,canada,"canada,contemporary,humor,literary fiction,literature",existing_or_parsed,"world literature, contemporary & slice of life, comedy, literature & classics"
3381,Hey Nostradamus!,Douglas Coupland,"['244 pages, Paperback']",2003.0,2003-01-01,244.0,19023,770,3.73,378,1342,5710,7279,4314,19023,canada,"canada,contemporary,literary fiction,young adult,literature",existing_or_parsed,"world literature, contemporary & slice of life, literature & classics, adult fiction"
3384,Girlfriend in a Coma,Douglas Coupland,"['288 pages, Paperback']",1998.0,1998-01-01,288.0,19567,926,3.62,556,1953,6024,6851,4183,19567,canada,"canada,science fiction,contemporary,dystopia,fantasy",existing_or_parsed,"world literature, science fiction, contemporary & slice of life, dystopian, fantasy"
3388,Corelli’s Mandolin,Louis de Bernières,"['437 pages, Paperback']",1994.0,1994-01-01,437.0,86940,3451,4.02,2068,4687,16037,31124,33024,86940,historical fiction,"historical fiction,romance,classics,war,greece,historical",existing_or_parsed,"historical fiction, romance, classics, world literature, historical"
3394,The War of Don Emmanuel's Nether Parts,Louis de Bernières,"['368 pages, Paperback']",1990.0,1990-01-01,368.0,6848,435,4.06,115,295,1186,2748,2504,6848,magical realism,"magical realism,humor,contemporary,historical fiction,latin american,literary fiction",existing_or_parsed,"paranormal & supernatural, comedy, contemporary & slice of life, historical fiction, world literature, literature & classics"
3399,Birds Without Wings,Louis de Bernières,"['554 pages, Paperback']",2004.0,2004-04-24,554.0,15124,1530,4.16,274,628,2289,5176,6757,15124,historical fiction,"historical fiction,war,historical,literature,contemporary",existing_or_parsed,"historical fiction, world literature, historical, literature & classics, contemporary & slice of life"
3400,The Troublesome Offspring of Cardinal Guzmán,Louis de Bernières,"['480 pages, Paperback']",1992.0,1992-01-01,480.0,3666,140,4.13,31,118,598,1524,1395,3666,magical realism,"magical realism,humor,literature,fantasy,contemporary",existing_or_parsed,"paranormal & supernatural, comedy, literature & classics, fantasy, contemporary & slice of life"
3412,The Thorn Birds,Colleen McCullough,"['692 pages, Mass Market Paperback']",1977.0,1977-04-01,692.0,350765,7987,4.24,4042,11544,51911,110383,172885,350765,historical fiction,"historical fiction,romance,classics,historical,historical romance",existing_or_parsed,"historical fiction, romance, classics, historical"
3424,The Grass Crown,Colleen McCullough,"['1104 pages, Mass Market Paperback']",1990.0,1990-01-01,1104.0,12510,368,4.33,95,268,1503,4225,6419,12510,historical fiction,"historical fiction,historical,italy,roman,ancient history,ancient",existing_or_parsed,"historical fiction, historical, world literature"
3431,The Five People You Meet in Heaven,Mitch Albom,"['196 pages, Paperback']",2003.0,2003-09-01,196.0,723390,28672,3.99,15963,43141,149439,238218,276629,723390,contemporary,"contemporary,inspirational,fantasy,classics,spirituality,adult",existing_or_parsed,"contemporary & slice of life, philosophy & education & personal development, fantasy, classics, religious & spiritual, adult fiction"
